,Position,place_id,reviews,topics
45,46,ChIJwxdEqdC-wjsRbnMG_oSmRko,situat top hill baner areatempl good power vibe sever good sit area enjoy view spend timeit situat hill therefor sever stair you’v climb reach templ reach templ you’ll enjoy lot tukai mata templ baner seren spiritu uplift place beauti reflect local cultur devot nestl amidst lush greeneri templ offer peac atmospher perfect contempl prayerth architectur simpl yet eleg showcas tradit design enhanc charm templ well-maintain cleanli add overal posit experienceth templ also host variou festiv make live spot celebrationswheth seek spiritu solac simpli quiet place reflect tukai mata templ worthwhil visit pune hidden gem embodi essenc devot commun highli recommended! short 20min walk uphil reach templ rest point neededtempl peac surround clean premis panoram view punemuch recommend visit baneshwar mandir foothillnote: park car pan card club start walk beauti templ beauti surround top hill great view pune great place visit hidden gem #puneveri beauti templ get see beauti view heremust visit see sunris sunset one beauti templ locat baner hillsjust 15 monitor trekthi templ 400 year oldand much crowd placesy enjoy sunris sunsety see pune citi view top templemust visit calm cool place never seen rush even weekend rush could seen festiv season onlyy climb step view top mesmerizingwhil climb step bench alongsid take rest stepsther also trek trail go point start trail trek personther park fee entri fee realli cool quiet locat never saw rush like even weekend rush visibl holiday seasonsy move stair howev view summit breathtak seat along way stair may relax short whileseren locat amid baner' rushloc hill baner gaon tukai devi mandir worthwhil hike wintri morn even reach mandir everi step take worthwhilebonus: fall love baner 360-degre vision offersin addit trek enthusiast begin rout locat,"peaceful, hill, climb, evening, sunset, morning, hike, baneshwar, area, benches"
46,47,ChIJN_AFUS6-wjsRJcYRVKpea4w,realli nice environ help visit nearbi peac श्री कुमावत क्षत्रिय समाज उन्नती ट्रस्ट-पुणे,
47,48,ChIJ4e2czf7pwjsRjOUZQpr5qg0,nice peac shivtempl baniyan tree ashotho tree must recommend beauti mandir nearest sanket vihar beauti premisei alway experi enchant holi vibe devo ke dev mahadev hari om tatsat har har mahadev! wife went occas mahashivaratri main templ bit small open area templ well maintain regularli clean moment peac offer prayer shivji alway visit templ day maintain crowd well also mani devote came offer prayer without difficulti time well worth everybodi go visit heritag templ must visit road travel quit danger hill top reach worth given indian histor heritag tag govern mandir good due protect wall stray anim enter compound garbh grah need clean alway great place visit daili basis#devokedevmahadev small ok type crowd find photograph (dwadas-12) jyotirl also banyan bat tree,"peaceful, shiv, area, evening"
48,49,ChIJYZFb5bnHwjsR69iBeg6QpbI,"calm sooth templ nice organis great darshan saibaba get bless love care park footwarecar park tricki road small om sai ram ️must visit famili experi seren divinitycleanli maintain throughout campu sign board displayedeasi access age group place realli good chang whole look mandir visit place covid complet chang made beauti traffic increas road allow keep vehicl along road although peopl foot still use old entri made big entri gate side along shop creat ashta vinayak ganpati small mandir ram lakshman sita mandir vitthal rukmini mandir within sai baba mandir made whole mandir grand look beauti oasi seren famili outings! shree [templ name] offer peac retreat divers templ within expans premis paid thali (150/-)i delight addit complet culinari experi alongsid divin prasadwhil section undergo construct overshadow tranquil must-visit seek spiritu solac family-friendli atmospher kudo staff maintain sanctiti place ️ ""i recent visit sai mandir alandi pune truli divin experi templ locat seren peac locat surround lush greeneri atmospher calm provid perfect environ prayer meditationth architectur templ stun showcas intric carv beauti idol sai baba templ premis well-maintain clean staff volunt welcom friendli overal ambianc sooth fill positivitydur visit felt sens tranquil spiritu energi hard describ main deiti sai baba emit power aura atmospher charg devot faith spiritu vibrat templ truli upliftingth templ also offer variou servic facil devote free meal (prasadam) accommod wish stay overnight meal serv simpl delici volunt effici cater need visitorsoveral experi sai mandir alandi pune heartwarm spiritu enrich whether seek solac inspir simpli want offer prayer templ perfect place connect divin highli recommend visit sai mandir truli meaning fulfil spiritu experience"" realli fantast experi manag awesom get bless god singl place promis templ lord ganesha lord rama lord vitthala lord hanuman lord dutta aura soo posit can't stress best natur stress buster usthank ! sai mandir realli impress place huge soon walk feel posit vibe idol beauti craft add seren atmospher great spot look take break hustl soak peac spiritu definit worth visit! rush darshan templ locat alandi road ampl space park four wheeler howev limit space park bike templ reachabl public transport like buse rikshaw taxi along sai baba area variou templ god like shiv ganesh ram datta other","sai baba, ganesh, mahaprasad, replica, idols, darshan, om sai ram, sita, relax, ashtavinayak"
49,50,ChIJjUKootm-wjsR-USivi1l5iY,special histor place renov place go certainli clean neatli maintain great place scenic templ reach climb step grate goddess must visit even earli morn see entir pune one peac place visit midst busi pune lifestyleban one grow area much go walk hill sit around get fresh air see view citi thereth templ add sentiment valu peopl visit oftenbut attract would walk around hill enjoy beauti sunset sunris see peopl work walk pathit' even special visit raini season see immens cloud night wit differ colour light experi citi glow one best way enjoy small trek love one within citi start may feel gell entri given local kept area best possibl way bit reach top near templ view gorgeouspeopl sereoysli need learn sereous like plastic thrown natur place cant carri n collect garbag throw dedic placesdont indian understand keep area cleanabov hill friendli walkoveral nice gateway weekend njoy breath fresh air small n nice templepeac areabett visit evng time love place trek recommend visit earli morn even brisk go-out place one place depict beauti pune city; city' charm aliv easili walkabl hill picturesqu view welcom reach top templ spread seren air hindu templ locat baner hill seen almost anywher peopl taken initi plantat hill tree well grown entir hill look nice must visit place baner,"evening, sunset, hiking, nature, beauty, hill, spiritual, peaceful"
50,51,ChIJa__eTnvAwjsRjFuDn8p-agU,beauti hanumanji templ refer date back shivaji maharaj era idol beauti eyesin backyard jungali maharaj' rest place right side ancient banyan tree nice place peac place kid play ground memori templ child play templ shaniwar aarti 7:30 pm clock nice place must visit rokadoba templ locat shivaji nagar gavthan shivaji nagar area pune big templ peopl say rokadoba shri hanuman shri maruti famou templ religi peopl visit everi saturday offer garland rui ie green leaf plant oil udad dal templ quit big find variou paint shri hanuman main idol shri rokdoba mean hanuman big uniqu also like hanuman idol see maharashtra behind templ see anoth small idol shiva ganpati hindu god front templ also shri ram templ happen shivaji nagar area visit uniqu templ jai hanuman jai rokdoba well known place shivajinagar cool place local prestigi templ templ hindu god bajarang bali old icon place pune shivaji maharaj use visit take bless one oldest hanuman templ shivajinagar gaothan kept clean big hall ganesh & shani mandir premis peopl great divin attract deiti rever sinc agesram templ situat exactli opposit beauti idol ram sita & laxman made white marbl templ present renov alway love place os silenc peac among busi surround best templ self heal,"peaceful, shivajinagar, hanuman, spiritual, idols, ganpati, area, blessings, leaf, paintings"
51,52,ChIJ4wFSsGfAwjsRqgPz7JXkY1A,"alway silent calm templ beauti maratha style idol lord ram sita lakshman an hanuman beauti wooden sabhmandap templ privat templ well maintain shroff famili one hidden gem pune200 year old templ somvar peth place old wood structurewhich give u innner piec u enter pujari also kind natur tell u histori behind templ one oldest templ 18th centuri hold unlimit memori peshwa era & mani patriotsplac also call ""juna bel baug mandir"" histor templ god shri ram nagpur maharashtra holi spiritu place nashik citi privat templ excel architectur olden day divin","sita, idols, shri ram, heart, wooden, hanuman"
52,53,ChIJn7bukFnAwjsRuucgefY7zxQ,mahadev templ establish 16 bc wonder experi felt engross visit discov seren nilakantheshwar mahadev templ hidden gem nestl sangam local guid lead fellow explor tranquil surround share captiv histori mytholog associ divin sanctuari dedic lord shiva ancient architectur picturesqu set templ offer peac retreat seeker spiritu guid visitor appreci intric detail templ spiritu essenc make nilakantheshwar mahadev remark destin invit other experi profound sens calm connect divin sacr space near pune station templ give peac posit vibrat connect spiritu anoth level beauti place beauti mountain view nice clean templ love best place pooja shiv near pune station,"mahadev, spirituality"
53,54,ChIJVVVVVOjqwjsRP-wdOiCMoy0,religi place amba mata mandir sukh sagar nagar hinder devote visit everi day take bless amba mataon main road cornerin navratri wait long time take bless lot devote visitedthi place famou sukh sagar area bibvewadi katraj kondhwa templ goddess ambamata give worship devote religion place staff clean good secur also good mani festiv well organ three way junction sukhsagar nagar part 2 templ park keep vehicl far away wish visit aarti time fix strictli follow staff traffic time happi good peopl market like veget open door shop cloth sweet snack love placejai mataji type flower decor great place beauti templ architectur get full cityscap view sure love worth watch place also calm peac great spiritu place hindu devi templ histor onea rare phenomenon occur dakshinayan (winter solstice) begin sun ray arriv foot devi must visit sukhsagar nagar,"navratri, peace, parking, blessed, landmark, clean, spiritual, traffic, market, goddess"
54,55,ChIJOVrmCY3BwjsR9onmz-rHtD0,swaminarayan templ pune beauti seren place worship locat peac environ temple' architectur stun intric carv vibrant color reflect tradit indian templ style premis well-maintain offer calm spiritu ambianc make great spot medit prayervisitor often appreci cleanli organ templ along warm hospit volunt templ also conduct variou spiritu cultur event make hub devote seek peac spiritu growthwheth visit religi purpos simpli enjoy peac surround swaminarayan templ offer welcom posit experi everyon awesom place visit good visit morn n even feel peac must visit swami narayan templethi templ locat narh citi sidethi place close katraj jambhulwadi citi areath arckitectur templ niceth lord krishna nice viev templ time templ morn 9am 2 pm evin 4pm 8 pm recent visit swaminarayan small templ pune pleasant experi templ though small size exud peac atmospher allow quiet contempl spiritu connectionon advantag templ low crowd smaller size ensur mani peopl creat intim person environ worship appreci seren come fewer visitorsin term conveni free park avail two-wheel narrow street outsid templ made conveni park vehicl without hassl addit costth highlight templ undoubtedli beauti idol bhagvan swaminarayan craftsmanship attent detail idol praiseworthi radiat sens divin devot invit visitor offer prayer seek blessingsit import note small parthartha ghar advis high expect term grandeur size howev simplic modesti templ add charm authenticityfurthermor opportun interact gujarati peopl visit cultur exchang ad uniqu dimens experi allow learn tradit customsin conclus visit swaminarayan small templ pune good experi overal despit small size templ offer seren atmospher beauti idol chanc interact gujarati devote seek quiet place reflect glimps swaminarayan commun templ worth visit templ built 2005 beauti exampl modern indian templ architectur templ complex spread two acr featur larg central dome surround smaller dome tower templ built white marbl intric carv sculpturesth templ popular destin devote lord swaminarayan offer peac seren atmospher prayer medit templ also offer varieti servic commun includ spiritu discours cultur program charit activ one origin swami narayan mandir pune year biggest tempal punewel mentainedpark facil availablefood availablevisit even great art craftmust visit devot place,"prayer, photo, cultural, evening, meditation, carvings, architecture, community, parking, devotees"
55,56,ChIJz_QOnRnAwjsRwODA089wzk0,wow awesom templ built brother shiv shankar sabhagruha own lot open space lawn sit arrang stage big space templ lord shiv mandir nice ( tabiyat se ) decor today' program also offer maha prasad program due covid restrict sone sweet (rajgira laddu) given prasad everyoneth que manag take darshan quit impress got vip darshan directli insid main garbhagruha total cleanli around everyth manag perfectlylov ambianc templ due reason could wait time one finest greatest experi life can't imagin big templ lot space heart citi must visit place much known peopl hope help pay visit sure check photo today' mahashivratri program thank usual peac templ spend time medit upkeep decent piec placeambi templ quit big divin lord shankar templ good amount lawn surround jai ho calm quiet holi place excel om namah shivay,
56,57,ChIJWUfFz12-wjsR3g_2gNAumLA,beauti shiva templeit' locat insid bavdhan gaon famou old templ bavdhanit' peac beautifulpeopl come know templ earlierit' open must day timesometim kid play insid campu n enjoy old shiva templ bhavdhan nice lord shiva bless us pray peac love good templ ampl place around oldpeac clean templ good bless amaz spiritu,"peaceful, shiva"
57,58,ChIJEbrnNeK_wjsRApKwKwVCwp0,beauti templ pratirup pundharpur templ vithobha templeit' great experi go insid interior old peshwa time noth 500 yr old templethank god give opportun darshan picturesqu mutha river overflow beauti templ lord shiva bank mutha river devot feel nice templ river nice beuti templ naad nay karayacha rudra roup,river
58,59,ChIJb1Fm7MjqwjsRxmpAx2vWAt4,!! peac goddess templ !!location: easi reach locat front f pict collegeparking: roadsid societi park 2 4 wheeler free parkingambience: trulli tradit histor mirror collag structur clean well maintain templ replic oshiya mata (sacchiaai devi) locat rajasthan!! must visit navratri !! nice ambianc around surround area templ clean n hygien maintain hand n leg seprat wash area enter templ drink water facil avail overal clean premis must visit navratri nice peac templ must visit much possibl get opportun opposit pict colleg katraj keep follow note visit templ templ manag sankala parivar beauti decor festiv clean peac devi carv black rock henc visit templ wear black cloth ladi wear black dress allow enter navratri festiv sure men suppos wear leather belt beauti peac templ sachhiyay mata locat bharati vidyapeeth bring kid park drink water facil avail peac beauti templ even aarti - 7:30pm nice templ,"navratri, parking, peaceful, society"
59,60,ChIJRaSX6r3qwjsRk-bct3n8LQM,near mahesh societi bu stopth place goodarati time fixedther 2 templ onei gamesha one shani templey feel crowd saturdaysth templ well maintainedopposit templ side road find good vegit marketther place 2 wheeler park landmark place bibwewadi alway crowd get bless lord shani must visit place popular well known shani mandir indiranagar areaveri religi peac placein everi saturday becam crowd areaso mani peopl come pray godin mandir ganpati bappa murti seen nice made white marbleoutsid mandir newli construct done mani plant holi place main roadin busi area good place near indrayaninagar bu stop daili even aarati hanuman chalisa peac rythymiceveri saturday mani people' come shani maharaj poojanear kk market near pmt bu stop everi 5 minut pmt buse avail everi saturday mani people' donat food money even time infront templ veget market availablemani type fresh veget avail near mahesh societi bu stop shani mandir day like saturday huge crowd road public park bike risk park car good street veget market even time street fish seller also front petrol pump flower seller aarti time templ fix strictli follow staff time usual visit place give peac often visit regular skin treatment dermalif dr aditya holani 's clinic review staff maintain premis guy amaz job despit space crunch maintain well amaz experi visit place n import dal khichdi prasad day,"hanuman, holy place, spiritual, crowd, parking, bus, area, blessings, ganpati, aarti"
60,61,ChIJl0mSSEvBwjsRrT5AjbNdMtY,great templ vibe much strongerbless templ nearest locat decor good peac place must visit also prashadam everi saturday' good place govimda govinda nice templ devin bless nice awesom nice,blessed
61,62,ChIJsVroDLW_wjsR7pwdF4gKnVg,"old templ kothrud 200 year old say deiti ""kshetrap dev"" say ""yaksh""you find 2 heroston outsid templea huge tree engulf templ worshipp zakobabeliev bestow u fulfil wish old templeapprox 100 yearswhen idea kothrud pune theirbut peopl forgiv templea templ banyan tree fabul old templ peshwa time peepal tree grow around tree grown beauti templ ruin historicaland nice templ awesom old divin experi realli ancient templ",tree
62,63,ChIJ1VRLCXS_wjsRhAC50O-kBNc,peac full place impress spot niwant thikan ekdm natur pure sukh peac shiv mandir,
63,64,ChIJjVTde43qwjsR6cFPy4iPc3M,aai mata mandir kondhwa pune seren spiritu uplift place offer peac atmospher devote templ dedic aai mata rever deiti serv signific place worship local communityth templ well-maintain clean surround architectur simpl yet beauti provid calm environ medit prayer festiv especi navratri templ beauti decor energi vibrant devot activ make excel time visitth templ staff welcom help ensur everyon feel comfort offer prayer mani devote also report sens tranquil spiritu connect visit make cherish spot reflect devotionwheth seek bless peac moment away city' hustl aai mata mandir offer fulfil spiritu experi beauti stone curv rajasthani architectur white marblesacr place choudhary/sirvi samaj pune great place worship jai aai mata beauti templ calm environ clean surround idol ganesha treat watch!! templ aai mata good well maintain templ park avail templ opposit ashapura mata templ devot place visitveri nice locat & atmospher silent good vibe jai mata diit divin place except underr search inner peac u r miss home mumjust visit place experi posit self end faith everyth maa give courag overcom odd,"peace, mind, architecture, environment, marble, parking, ashapura mata, divine, experience"
64,65,ChIJOb-3g3HAwjsRcbZ-eFOY3Go,idol shri ram quit differ get see everywher he' shown coron ceremoni must visit! place calm mind one oldest ram mandir everi devote shri ram must visit seren templ miss prayer 6:30pm everi 3rd saturday month grandpar got marri templ (11/05/1966) old privat templ clean spiritu place thank rahalkar famili old ram mandir beauti maintain also famou tulsi baug templ ancient templ cleanli maintain park nearbi old rama' templ good small hall small function,"shri ram, functions"
65,66,ChIJEY_Df0LBwjsRVUaZGnXWXP8,soamnath templ first jyotirlinga love visit place month april less crowd month never miss laser show famou shiv templ vadgoan sherihanuman templ also theiru spend time garden front somnath templegarden beautifulu explor garden partnerkidspar beauti templ good calm visit love har har mahadev visit templ fill immens posit wisdom joy hous shrine dedic shri shankara maruti ganapati vitthal rukmai contribut profound sens happi visit love atmospherealthough busi area park space thise templ middl shop main roadther beauti garden park frot templey go sit darshanno wait queue peac busi devote awesom place word express awesom visit place peac full night vision look nice must visit place near nagar highway pmt bu stop also near templ visit anytim must visit good place visit mental peac night 7- 8pm bhajan also garden front spend good time good one,"peaceful, garden, mahadev, exercise, jyotirlinga, crowd, mall, highway, atmosphere"
66,67,ChIJgabJdz7AwjsRGQ7CazccnRE,mahurgad signific histor religi site known ancient fort famou renuka devi templ locat amidst scenic hill offer perfect blend histori spiritu natur beauti trek fort rel easi view top breathtak lush green surround especi monsoon seasonth renuka devi templ one shakti peetha draw devote ad spiritu essenc visit area around mahurgad also import shrine includ datta mandir anusaya mata templ make key pilgrimag sitethough fort well-preserv histor import peac atmospher make worthwhil visit basic amen avail nearbi it’ advis carri food water you’r plan explor fort detailmahurgad perfect destin histori enthusiast spiritu seeker power goddess nice mind relax environmentgood visit raini winter good templ hill ppl come navratri nice beauti place visit earli morn peac templ jai renuka devi,
67,68,ChIJkbXS6KS5wjsRmD03IM1s9U4,wow templ beauti total build stone templ besid river somehow ground level environ good usual crowd genesh festiv lot peopl visit crowd time beauti templ peac vibe surpris long line took us almost 20 minut get insid templether mani crave wall depict stori historyth insid templ also beauti - believ lord ganesha resid best spiritu place pimpri chichwad areath mandir situat near pawana rivera beauti templ peac vibesit take almost 15-20 minut get insid templ chaturthither mani crave wall depict stori historyth insid templ also beauti - believ lord ganesha resid heremust visit place best spiritu space pimpri chinchwad area sure wit old heritag mandir bank river sure add extra pleasur spend even famili well bit shop tast street food avail nearbi four wheeler park avail get park space two wheeler templ histor import visit weekend crowd got darshan within minut beauti speciou templ old histor spiritu place visit with kid awar chant ganpati bappa morya!! templ nice peac calm mani carv wall tell stori left side templ huge crocodil statu say huge crocodil river ganapati mani small templ built definit visit nice pleasant feel गणपति बप्पा मोरया good peac place ever seenin premis variou small templ around big templether good place pray meditationpleas visit friend famili,"ganesh, garden, morya gosavi, ancient, bank, chaturthi, saint, wall, ashtavinayak, story"
68,69,ChIJF2Jx1SHBwjsRDrbcL5HiAB4,good gather place tamil pune vasi place good aura organ period gather well help get back tamil root even rel foreign land one oldest & tradit best ganapati templ i'v person visit templ almost 60 plu year began scratch & grow strength strength known harihara bhajna maadam old templ renov recent kumbabhishekam plan around sankrantipong 2022 shrine swayambu ganapati shiva lord narayana place hous harihara bhajana samajam nice templ one old templ pune built tamilian migrat pune 19th century! pooja yagam everyth perform tradit way beri beauti templ construct south indian architectur manner old place posit vibration। manag hari hara bhajana samajam recent renov piou peac tradit place worship realli good place well maintain,peaceful
69,70,ChIJKfi20ejDwjsRjQv1X-A61PA,jai shree ramnic templ lord hanuman lord shani dev har har mahadev idol one templestay bliss anyon pooja well known place worship mani peopl visit saturday nice shani hanuman mandir templ apl ghar societi khardi area lane 10 road narrow reachabl place compact design good pray seat space less right place instant prayer simpl peac place worship alway open public hassl long queue promin place visit big templ replica shani signapur seren access shiv ling hanuman ji also therewel maintain nice templat establish shiv ji nd hanuman ji idol aswel,worship
70,71,ChIJwY4ou2_AwjsRnmXO0AGT_OQ,medium size templ dedic shree swami samarth locat right behind famou shreemant dagadusheth halwai ganapati main idol shree swami samarth beauti especi eye live previous templ small renov swami idol adorn beauti cloth everi day devote gather mainli thursday offer prayer visit take bless shree swami samarth take darshan srimanta dagdu sheth ganapati make sure take darshan sri swami feel even better templ small nice close shrimant dagdu sheth ganpati bappawhenev visit dagdusheth ganapati bappa also go templ shri swami lord shree swami samarth calm full posit energi templ beauti statu swami samarth templ near shrimant dagadusheth halwai ganapati mandir holi rejuven experienceth architectur simpl beautifulth templ dedic swami samartha nice templ near dagdusheth halwai ganpati templ make sure visit templ श्री स्वामी समर्थthi templ situat back side dagduseth templ templ build stone simpl yet eleg construct two way reach templ either go shreemanth dagduseth halwai ganpati templ small road left side come appa balwant chowk (abc) road infront gramdevta shree tambdi jogeshwari templ reach swami samarth templ templ locat behind dagdusheth halwai ganpati templ wonder templ visit templ alway get peac mind️ ️,"shreemant dagdusheth halwai ganpati mandir, shree swami samarth, peaceful, thursday, aarti"
71,72,ChIJqdIlxW7AwjsR6uXpHRSZOrY,easi road googl map twist turn made us go red light area reachit' plain left go littl ahead dagdu sheth ganpati templ templ insid build look entranc build instead tradit templ entranc nice templ goto templ least year sinc last 45 year good place visit peac ful god' beauti place histor templ histor temol,holy place
72,73,ChIJyxNpL6TqwjsRhkduY7HUW74,jai dadi ki jai shree shyam jai shree salasar balaji maharaj templ give us posit vibe & posit energi feel peac lot event & function celebr per festiv time time lot enjoy ram ram jai dadi ki jai shree shyam posit place shaktipeeth place posit vibe feel peac visit mandir almost daili nowaday sinc atmospher amaz divin everywher mandir idol rani sati dadi ganesh ji shiv ji shyam ji hanuman jiall major festivals/day celebr great pomp treat get delight visit daili sukoon bless god place realli amaz 🫀nd import big b hous (shyam baba) religi guy big fan peac place mother group sundarkand plan bhajan ram-dhoon saturday beauti clean place maintain hygein great standard co-op staffif want breakfast lunch need inform one day prior collect coupon well advancebreakfast charg - rs 60lunch charg - rs 100they good park spacethey also provid room accomod stay would comment anyth frontit pleas see gaushala clean peac religi place🫶 provid food well like great best tast also dont forget take bless dadi sati khatushyam ji jai mata di jai shree shyam beauti place worship arrang nice systematicli done mostli import ji good vibe worship heaven pune thank good templ dadiji templ shivji ganeshsji hanumanji ramdevbaba krishna ji well insid templelot function happen,"mandir, religious place, clean, atmosphere, hanumanji, pictures, area, spiritual, krishna, parking space"
73,74,ChIJ6x-PI17BwjsR2EBY0wM_KIc,nice quick visit place cozi nice templ give posit vibe structur look like kedarnath templ best templ nice templ awaken inner hindu chavan nagarlov aarti ritual fulli posit place peac nice place cool,peaceful
74,75,ChIJX6J4qfrGwjsRWXYGI0YwaHo,one lord ganesha templ start nearbi roaddef area local peopl come excercis trek & fit purposesmani tree plate governmentnic place visit peac environ mind relax natur good oxygen level environ bodi good vibe small ganpati templ foothil dhanori calm place visit relax find peac nice calm place ganesh templ foothil near natur best time trek hill see pic peac place lot peopl come famili outing weekend feel like adventur trek bombay sapper mountain beneath templ small easi trek famili regular trekker nice break daili live far citi place realli peac ground next templ green lush peopl usual enjoy morning/even walk meditatea coupl hill around vicin realli beauti place peopl seen rare bird migrat bird peacock main attract :) refresh nois free place ideal medit trek running/walk come get relax soul mind nice locat photoshoot sunset sunris view awesom place peac one experi peac mind must visit nearbi place mountain outskirt natur scenic beautysmal templ lot open space spend time,"peaceful, nature, walk, morning, evening, meditate, hills"
75,76,ChIJL19DBJ2_wjsRaP00brMWN5U,feel better wow beauti templ bossroad touch templ lot park space avail 10 rupeesu ur snack visit even enjoy best view citi top templ rememb 100+ step reach main templ,
76,77,ChIJNVyAZNfqwjsRetm-4pSru_8,nice templ interior templ beauti mirror piec (glass pieces) interior templ park avail beauti peac templ sachhiyay mata locat bharati vidyapeeth bring kid park drink water facil avail nice place old hindu templ vri good place poona katraj devin place everyth pure neat clean gau mata' gaushala also good place park issu littl locat hill top like near gowshala park avail,"parking, interior, beautiful"
77,78,ChIJ2eEk3O_qwjsRlxUeVb2JKUc,sacr place raj purohit communitykheteshwar maharaj one reverend saint rajasthanwa social reformerh retali import spiritu mean achiev self-real emphas human man-mad barrier like casteismgreat visionarythi bhavan clean tidyfood offer pure rajasthani heavili load gheedal bati churmachurma laddoohari mirch ka salan standingw honor lunch invit one friendstheir hospit standinggiv vibe rajasthan awesom architectureguest accomod nomin chargesstud accommod free (after document varification)room attach bathroomalthough food avail ashram kitchen good veg marwadi restaur walk distancemarket walk distancesurround templ residenti build home place worship #rajpurohit peac mind bit difficult locat big multipurpos hall park etc devin placefeel like asotara brahmdham nice peac nice veri beauti templ rajpurohit samaj,"peace, energy, meditation, saint, community, data, ashram, place to worship, building"
78,79,ChIJVVVVpSzCwjsRWGWH2qt5ixA,beauti templ near mundhwaeveri even puja distribut prasad everi templ visitorveri peac beauti small templ renuka mata & navratri dandiya festiv also realli quiet & peac templ fairli busi main road good amount space within complex mani bench avail sit crowd day visit awesomefirst time life visit parshuram templefeel happi found shri renuka mata mandir keshavnagar feel bless templ nice big space front sit feel peac atmospher templ 40 year old templenic place priest worsh 10 yearsyou get devin bless templ puja done everyday beauti templ mundhwa keshav nagar vicin well maintain oper trust locat within villag keshav nagar innoc templ maintainedhelp food gestur poor peopl alway extend templ trustth godess renuka look preiti n get good warmth mother,"navratri, space, goddess, benches, mirrors, market, puja"
79,80,ChIJRxZNOWbAwjsRQuDBQubN1pI,maheshwari balaji mandir locat kasaba peth pune easili access main road roadsid parkingth templ nice murti beauti must visit pune must visit laxmi vishnu hanuman kalbhairav statu uniqu nice templ lord balaji heart citi divin place beauti mandir beauti idol lord vishnu spiritu place decent good famili program,"radha krishna, parking, lord balaji"
80,81,ChIJ9UDO0ke-wjsRPONS44sdhFg,one ancient templ / around pune citi templ small area around templ calm quiet one realli feel seren templ situat middl jungl better go alon small anim spot 2 - 3 pathway go templ park space avail front garden court hotel carri food lunch definit must visit place small trail experi beauti place difficult find way top refer attach landmark 'garden court' find way go fenc wall jump fenc wall u find footpath take top templ outstanding!! realli like templeth journey templ adventur beauti environ around khandoba templ ancient pandava period great place visit peac trail forest reach park nda road climb hill beauti calm place good natur lover view pune khadakwasala dam awesom top nice weekend hike place near chandani chowk pune one approach trail opposit side garden court small templ top hill situat west side chandani chowk - nda road access dirt road mildli steep climb road pass fairli dens veget love trek natur love love trail nda! refresh,"hiking, forest, garden, area, hills, hotel, parking"
81,82,ChIJc_cIvWmVwjsR6h4c7dbJhmo,beauti privat shiv templ sinhagad road insid sambhaji bidi factori entranc open small templ calm clean surround greeneri peac place present privat properti companythey allow us perform pooja mahashivratri thank lv templ small lord shiva templ situat behind mahalaxmi templ near abhiruchi mall peac templ peac templewel maintain peac mrutunjayeshwar templ om nha shivay,
82,83,ChIJiStbvPzpwjsRWUTZav989u0,auspici quiet place nice experi peac placenic place meditationhar har mahadev beauti templ vitthal rakhumai & goroba kaka first templ pune district preciou space hall & ampl free campu beauti & well maintain shiva templ noth say oam namah shivay nice place templ,
83,84,ChIJg7UX32HAwjsREllmVNwSZWA,peac placein pune good old templ place puja nice templ best good templ,
84,85,ChIJ_bMT_3rDwjsRkN5PF5VBgyY,nice peac place nice place templ nice peac nice ॐ नमः शिवाय्,
85,86,ChIJc8pVTeS_wjsR-jKW6ZPwfC4,tha place vitthal mandir shani mandir hanuman mandir datta mandir togeth saturday even time queue observ hanumanji shani darshan place differ aura also even hear live kirtan vitthal templ premis feel realli peac bless three templ shani templ datta templ vithhal rukmini templ awesom place nice environ awsom place shani maruti divote karvenagar sinhgad road area peopl clean templ holi place vitthal mandir shani mandirvitth mandir nearbi,"queue, evening, hanuman"
86,87,ChIJVxtaTwjCwjsRHzXvjZPcFsc,small templ lord shani easili access hadapsar- saswad road locat gondhal nagar peac place great placefeel relax stress freewith power god easili accabl convin place old strongli belov place good clean & daili updat pooja shani mandir(temple) nice templ lord shiva small templ lord shani,
87,88,ChIJyWGAS3S_wjsRoVuUKbB8uyc,templ great lord shiva locat hill peac calm celebr mahashivratri larg scale start midnight om namah shivay best place devote travel well sunset view awesom beauti templ love nise,
88,89,ChIJBXgsNcS_wjsRgnkcFIHXEh0,good n pleas place worship templ renov recent new look better old look ram janma astami big celebr cool place prayer devote around dahanukar coloni regularli come place notic walk road nice place cool calm shri ram mandir heart dahanukar colony!clean surroundingswel maintainedand induc calm enter it! :-) divin templ spaciou clean beauti environ also peac divin beauti quiet place worship jai shriram well maintain calm quiet green divin,"peaceful, shree ram, divine"
89,90,ChIJMyzhk5m_wjsRfOJfd-Yo130,excel hill climb place power vibe hanuman templ howev recent mani slum dweller start encroach hill peopl smash alcohol bottl drink dusk mani pig seen base peac approx100 acr land heart citi morn walk joggingtre lover plant tree good water facil pune corporationy get see peacock peahen hill top place kothrud see beauti sunsetthi place peopl come morn even walk road kanchangali law colleg road reach place!also arai entri close hike templ right sidepeopl celebr hanuman jayanti lot enthusiasm beauti place visit good place trek! nice place walk everi time visit hanuman tekadi pleasur walk morn even sunset love plce,"walk, morning, evening, peaceful, hill, jogging"
